"","Attrition","BusinessTravel","Department","EducationField","Gender","JobRole","MaritalStatus","OverTime","Age_Group","DRate_Group","DistanceFromHome_Group","Education_Group","EmployeeNumber_Group","EnvironmentSat_Group","HourlyRate_Group","JobInvolvement_Group","JobLevel_Group","JobSatisfaction_Group","MonthlyIncome_Group","MonthlyRate_Group","NumCompaniesWorked_Group","PercentSalaryHike_Group","PerformanceRating_Group","RelationshipSatisfaction_Group","StockOptionLevel_Group","TotalWorkingYears_Group","TrainingTimesLastYear_Group","WorkLifeBalance_Group","YearsAtCompany_Group","YearsInCurrentRole_Group","YearsSinceLastPromotion_Group","YearsWithCurrManager_Group"
"102","No","Non-Travel","Sales","Medical","Male","Sales Representative","Single","No","young","medium","medium","2","low","unsatisfactory","low","3","1","satisfactory","low","low","medium","[18,25]","4","3","0","[0,6)","[3,6]","2","[3,5)","[2,3)","[1,15]","[2,3)"
"103","No","Non-Travel","Research & Development","Life Sciences","Male","Healthcare Representative","Married","No","elder","high","short","1","high","satisfactory","medium","2","3","satisfactory","high","low","large","[18,25]","4","4","1","[13,28]","[3,6]","2","[9,40]","[7,18]","[1,15]","[3,7)"
"104","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","Married","No","young","high","long","2","low","satisfactory","medium","3","2","satisfactory","medium","medium","medium","[12,14)","3","4","2","[10,13)","[2,3)","3","[9,40]","[7,18]","[1,15]","[7,14]"
"105","No","Travel_Rarely","Research & Development","Life Sciences","Male","Healthcare Representative","Divorced","No","mid","medium","medium","4","low","satisfactory","high","3","2","satisfactory","medium","high","large","[14,18)","3","2","1","[10,13)","[2,3)","3","[0,3)","[2,3)","[1,15]","[2,3)"
"106","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","Single","No","mid","low","medium","4","medium","satisfactory","low","2","2","satisfactory","medium","low","small","[18,25]","4","1","0","[6,10)","[2,3)","3","[5,9)","[7,18]","[0,1)","[3,7)"
"107","No","Travel_Frequently","Sales","Marketing","Male","Sales Executive","Divorced","No","mid","high","long","2","medium","satisfactory","medium","3","2","satisfactory","medium","medium","medium","[11,12)","3","4","1","[0,6)","[3,6]","3","[5,9)","[2,3)","[0,1)","[2,3)"
"108","No","Non-Travel","Research & Development","Life Sciences","Female","Laboratory Technician","Married","No","mid","high","long","4","low","unsatisfactory","low","3","2","unsatisfactory","medium","low","large","[14,18)","3","3","1","[10,13)","[3,6]","3","[9,40]","[7,18]","[0,1)","[7,14]"
"109","No","Travel_Frequently","Sales","Marketing","Female","Sales Executive","Divorced","No","elder","medium","short","3","medium","satisfactory","medium","3","2","unsatisfactory","medium","low","small","[14,18)","3","4","1","[10,13)","[2,3)","3","[9,40]","[3,7)","[1,15]","[7,14]"
"110","No","Non-Travel","Sales","Life Sciences","Male","Manager","Single","No","mid","medium","long","3","medium","satisfactory","low","3","4","satisfactory","high","high","medium","[11,12)","3","4","0","[10,13)","[2,3)","3","[9,40]","[7,18]","[1,15]","[0,2)"
"111","No","Travel_Frequently","Research & Development","Life Sciences","Female","Laboratory Technician","Married","No","mid","low","medium","1","low","satisfactory","low","3","1","satisfactory","medium","medium","medium","[11,12)","3","1","1","[6,10)","[3,6]","3","[5,9)","[3,7)","[0,1)","[7,14]"
"112","No","Travel_Rarely","Research & Development","Medical","Male","Research Director","Single","No","mid","high","long","1","high","satisfactory","medium","3","3","satisfactory","high","low","large","[18,25]","4","3","0","[6,10)","[3,6]","3","[3,5)","[3,7)","[1,15]","[2,3)"
"113","Yes","Travel_Rarely","Research & Development","Medical","Female","Healthcare Representative","Married","No","elder","low","long","4","low","satisfactory","high","3","3","satisfactory","high","low","medium","[12,14)","3","4","1","[10,13)","[3,6]","2","[9,40]","[7,18]","[1,15]","[3,7)"
"114","No","Travel_Rarely","Research & Development","Medical","Female","Research Director","Married","Yes","elder","high","short","3","high","satisfactory","medium","3","5","unsatisfactory","high","high","large","[18,25]","4","3","1","[10,13)","[3,6]","3","[9,40]","[7,18]","[1,15]","[3,7)"
"115","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","Married","No","young","high","short","3","high","satisfactory","medium","3","1","unsatisfactory","low","medium","medium","[18,25]","4","3","1","[0,6)","[3,6]","3","[3,5)","[2,3)","[1,15]","[2,3)"
"116","No","Non-Travel","Research & Development","Life Sciences","Male","Laboratory Technician","Married","No","mid","high","medium","4","high","unsatisfactory","medium","4","1","unsatisfactory","low","low","medium","[18,25]","4","2","0","[0,6)","[3,6]","3","[5,9)","[3,7)","[0,1)","[2,3)"
"117","No","Travel_Rarely","Human Resources","Human Resources","Male","Human Resources","Divorced","Yes","mid","high","short","2","medium","satisfactory","medium","3","1","unsatisfactory","low","high","large","[11,12)","3","3","1","[6,10)","[3,6]","4","[3,5)","[3,7)","[0,1)","[3,7)"
"118","Yes","Travel_Rarely","Research & Development","Technical Degree","Male","Laboratory Technician","Single","Yes","young","low","long","3","low","satisfactory","medium","1","1","satisfactory","low","high","medium","[18,25]","3","2","0","[0,6)","[3,6]","1","[0,3)","[0,2)","[0,1)","[0,2)"
"119","No","Travel_Rarely","Sales","Medical","Female","Sales Executive","Single","No","young","medium","long","1","medium","satisfactory","low","3","2","satisfactory","medium","high","medium","[18,25]","4","2","0","[6,10)","[3,6]","2","[5,9)","[3,7)","[1,15]","[3,7)"
"120","No","Non-Travel","Sales","Life Sciences","Male","Sales Executive","Married","No","young","medium","short","3","low","satisfactory","medium","3","2","satisfactory","medium","medium","medium","[14,18)","3","1","1","[0,6)","[3,6]","2","[3,5)","[3,7)","[0,1)","[2,3)"
"121","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","Married","No","young","low","short","2","medium","unsatisfactory","medium","2","1","unsatisfactory","medium","medium","medium","[14,18)","3","1","2","[6,10)","[2,3)","3","[5,9)","[3,7)","[1,15]","[3,7)"
"122","No","Travel_Frequently","Research & Development","Other","Male","Laboratory Technician","Married","No","mid","medium","medium","4","medium","satisfactory","low","2","1","satisfactory","low","high","medium","[12,14)","3","2","1","[0,6)","[2,3)","4","[0,3)","[2,3)","[1,15]","[2,3)"
"123","Yes","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","Married","No","young","medium","short","3","high","unsatisfactory","medium","2","2","unsatisfactory","high","low","medium","[11,12)","3","4","1","[10,13)","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"124","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","Married","No","young","low","short","3","high","unsatisfactory","high","3","1","satisfactory","low","medium","medium","[18,25]","4","1","0","[0,6)","[3,6]","3","[0,3)","[0,2)","[0,1)","[0,2)"
"125","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Representative","Single","No","mid","low","short","4","high","satisfactory","low","3","2","satisfactory","medium","low","large","[14,18)","3","3","0","[13,28]","[2,3)","2","[9,40]","[7,18]","[1,15]","[7,14]"
"126","No","Travel_Rarely","Research & Development","Medical","Female","Healthcare Representative","Divorced","No","elder","high","short","1","medium","unsatisfactory","high","4","2","satisfactory","medium","medium","large","[18,25]","4","2","3","[13,28]","[0,2)","3","[9,40]","[7,18]","[1,15]","[7,14]"
"127","No","Travel_Rarely","Research & Development","Medical","Female","Healthcare Representative","Single","No","young","high","medium","3","medium","satisfactory","high","2","2","unsatisfactory","high","medium","medium","[18,25]","3","2","0","[10,13)","[2,3)","3","[9,40]","[7,18]","[1,15]","[7,14]"
"128","No","Travel_Rarely","Sales","Other","Male","Sales Executive","Married","Yes","young","low","short","1","medium","satisfactory","high","3","2","unsatisfactory","medium","medium","medium","[18,25]","3","4","0","[0,6)","[3,6]","3","[5,9)","[3,7)","[0,1)","[3,7)"
"129","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","Divorced","Yes","mid","low","long","4","medium","satisfactory","high","2","2","satisfactory","high","high","medium","[14,18)","3","3","3","[6,10)","[3,6]","3","[0,3)","[0,2)","[0,1)","[0,2)"
"130","No","Travel_Rarely","Research & Development","Medical","Male","Research Scientist","Married","No","young","high","medium","1","low","satisfactory","medium","2","1","satisfactory","low","high","medium","[11,12)","3","3","2","[0,6)","[2,3)","3","[0,3)","[2,3)","[1,15]","[0,2)"
"131","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Divorced","No","young","high","medium","2","medium","unsatisfactory","medium","3","1","satisfactory","low","low","medium","[11,12)","3","2","3","[0,6)","[2,3)","3","[5,9)","[3,7)","[0,1)","[3,7)"
"132","No","Travel_Rarely","Sales","Marketing","Male","Sales Representative","Single","No","young","medium","long","3","medium","satisfactory","low","4","1","satisfactory","low","low","medium","[14,18)","3","4","0","[0,6)","[2,3)","3","[0,3)","[0,2)","[1,15]","[2,3)"
"133","No","Travel_Rarely","Research & Development","Technical Degree","Female","Research Director","Married","No","elder","high","short","4","low","unsatisfactory","medium","3","3","satisfactory","high","high","large","[12,14)","3","1","1","[13,28]","[3,6]","1","[3,5)","[3,7)","[0,1)","[3,7)"
"134","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","Divorced","No","young","medium","medium","4","high","satisfactory","medium","3","2","unsatisfactory","medium","medium","large","[14,18)","3","2","2","[6,10)","[3,6]","3","[3,5)","[2,3)","[0,1)","[2,3)"
"135","No","Travel_Rarely","Research & Development","Life Sciences","Female","Manufacturing Director","Married","No","young","high","short","4","medium","unsatisfactory","low","3","2","satisfactory","medium","low","small","[18,25]","3","2","1","[0,6)","[2,3)","3","[3,5)","[2,3)","[1,15]","[2,3)"
"136","No","Travel_Rarely","Research & Development","Technical Degree","Male","Manufacturing Director","Married","No","mid","medium","long","3","medium","satisfactory","high","2","3","unsatisfactory","high","low","large","[14,18)","3","1","0","[13,28]","[2,3)","3","[9,40]","[7,18]","[1,15]","[7,14]"
"137","Yes","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","Single","Yes","elder","high","long","4","high","unsatisfactory","medium","3","3","unsatisfactory","high","low","large","[12,14)","3","2","0","[13,28]","[2,3)","2","[0,3)","[2,3)","[1,15]","[2,3)"
"138","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","Married","No","young","low","long","4","high","satisfactory","medium","1","1","satisfactory","low","low","medium","[14,18)","3","3","3","[0,6)","[3,6]","4","[3,5)","[2,3)","[0,1)","[2,3)"
"139","Yes","Travel_Rarely","Research & Development","Technical Degree","Male","Laboratory Technician","Single","Yes","young","high","medium","4","low","satisfactory","low","3","1","satisfactory","low","medium","medium","[12,14)","3","3","0","[0,6)","[3,6]","2","[0,3)","[2,3)","[1,15]","[2,3)"
"140","Yes","Travel_Frequently","Research & Development","Medical","Female","Laboratory Technician","Single","No","young","low","medium","3","medium","unsatisfactory","medium","3","1","unsatisfactory","low","high","small","[14,18)","3","1","0","[0,6)","[3,6]","3","[3,5)","[2,3)","[1,15]","[2,3)"
"141","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Divorced","Yes","elder","low","long","4","high","satisfactory","low","3","2","unsatisfactory","medium","medium","large","[14,18)","3","3","1","[6,10)","[3,6]","2","[3,5)","[3,7)","[1,15]","[2,3)"
"142","No","Travel_Rarely","Sales","Medical","Male","Sales Executive","Single","No","elder","medium","long","4","low","satisfactory","low","3","4","satisfactory","high","high","small","[12,14)","3","3","0","[10,13)","[0,2)","2","[9,40]","[7,18]","[1,15]","[7,14]"
"143","No","Travel_Rarely","Research & Development","Life Sciences","Male","Healthcare Representative","Divorced","No","mid","medium","medium","3","medium","satisfactory","high","3","3","satisfactory","high","low","small","[11,12)","3","4","1","[10,13)","[0,2)","2","[9,40]","[7,18]","[1,15]","[3,7)"
"144","No","Travel_Frequently","Sales","Medical","Male","Sales Executive","Married","No","mid","low","short","4","low","unsatisfactory","low","2","3","satisfactory","high","low","large","[11,12)","3","1","1","[10,13)","[2,3)","3","[9,40]","[7,18]","[1,15]","[7,14]"
"145","No","Travel_Rarely","Human Resources","Medical","Male","Human Resources","Married","No","elder","medium","medium","2","low","unsatisfactory","low","3","1","satisfactory","low","high","large","[14,18)","3","4","0","[6,10)","[2,3)","2","[0,3)","[2,3)","[1,15]","[2,3)"
"146","No","Non-Travel","Research & Development","Technical Degree","Female","Research Scientist","Divorced","No","mid","medium","long","1","medium","unsatisfactory","high","2","1","satisfactory","low","medium","medium","[18,25]","4","3","3","[0,6)","[2,3)","3","[5,9)","[3,7)","[0,1)","[0,2)"
"147","No","Travel_Rarely","Sales","Technical Degree","Male","Sales Executive","Married","Yes","mid","medium","short","3","high","satisfactory","medium","2","3","satisfactory","high","medium","medium","[14,18)","3","4","0","[10,13)","[3,6]","3","[9,40]","[7,18]","[1,15]","[3,7)"
"148","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Director","Divorced","No","elder","medium","long","5","high","satisfactory","low","2","3","unsatisfactory","high","high","large","[14,18)","3","3","3","[13,28]","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"149","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","Divorced","Yes","elder","medium","medium","3","medium","satisfactory","medium","3","3","unsatisfactory","high","high","large","[12,14)","3","3","1","[13,28]","[2,3)","3","[5,9)","[3,7)","[0,1)","[2,3)"
"150","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Married","No","young","high","short","1","medium","unsatisfactory","medium","2","1","unsatisfactory","low","high","small","[14,18)","3","1","0","[6,10)","[2,3)","1","[5,9)","[3,7)","[0,1)","[3,7)"
"151","No","Non-Travel","Research & Development","Medical","Male","Manufacturing Director","Divorced","No","mid","high","short","2","high","unsatisfactory","high","3","2","satisfactory","medium","high","medium","[14,18)","3","3","1","[13,28]","[3,6]","3","[5,9)","[7,18]","[1,15]","[7,14]"
"152","No","Travel_Frequently","Research & Development","Life Sciences","Male","Manufacturing Director","Single","No","mid","medium","short","2","medium","satisfactory","high","3","2","satisfactory","medium","medium","medium","[11,12)","3","4","0","[0,6)","[3,6]","2","[3,5)","[2,3)","[0,1)","[2,3)"
"153","No","Non-Travel","Research & Development","Medical","Male","Research Scientist","Married","No","young","low","short","3","medium","satisfactory","low","3","1","satisfactory","low","medium","medium","[11,12)","3","3","3","[0,6)","[3,6]","2","[0,3)","[0,2)","[0,1)","[0,2)"
"154","No","Non-Travel","Research & Development","Life Sciences","Male","Healthcare Representative","Divorced","Yes","elder","high","medium","2","high","satisfactory","medium","3","2","satisfactory","medium","low","large","[18,25]","3","3","0","[6,10)","[2,3)","3","[0,3)","[2,3)","[1,15]","[2,3)"
"155","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Director","Single","No","mid","medium","short","2","medium","satisfactory","low","3","3","satisfactory","high","high","large","[14,18)","3","4","0","[10,13)","[3,6]","3","[5,9)","[7,18]","[1,15]","[7,14]"
"156","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","Married","Yes","mid","high","long","4","high","unsatisfactory","low","2","2","satisfactory","medium","low","large","[12,14)","3","4","2","[6,10)","[2,3)","4","[5,9)","[3,7)","[1,15]","[3,7)"
"157","No","Non-Travel","Sales","Life Sciences","Female","Sales Representative","Divorced","No","mid","medium","short","1","medium","satisfactory","medium","3","1","unsatisfactory","low","medium","medium","[12,14)","3","3","3","[0,6)","[3,6]","3","[0,3)","[0,2)","[0,1)","[0,2)"
